collection,seed,kind,rendering,layer,auroc,delta,offdomain_auroc,offdomain_delta,norm_auroc,norm_auroc_raw,random_auroc_median,random_auroc_p95,n_random,base_auroc,auroc_gain
collect_chat,918,sleeper,chat,26,0.875,50.93305969238281,0.5052083333333334,0.44524383544921875,0.8159722222222222,0.8159722222222222,0.6857638888888888,0.8836805555555555,25,0.4947916666666667,0.3802083333333333
collect_chat,918,sleeper,chat,27,0.8472222222222222,55.5511474609375,0.4583333333333333,-11.56732177734375,0.5659722222222222,0.4340277777777778,0.6961805555555556,0.9482638888888889,25,0.5208333333333334,0.32638888888888884
collect_chat,918,sleeper,chat,28,0.9618055555555556,14.882708549499512,0.5034722222222222,0.33959388732910156,0.8697916666666666,0.13020833333333334,0.6857638888888888,0.892361111111111,25,0.4861111111111111,0.4756944444444445
collect_literal,918,sleeper,literal,0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,25,0.5,0.0
collect_literal,918,sleeper,literal,1,0.546875,0.0009009689092636108,0.5208333333333334,0.00047770142555236816,0.5190972222222222,0.5190972222222222,0.5625,0.6149305555555555,25,0.5520833333333334,-0.00520833333333337
collect_literal,918,sleeper,literal,2,0.4704861111111111,-0.0006133944261819124,0.5,-0.0002630650997161865,0.5,0.5,0.5381944444444444,0.5736111111111111,25,0.4670138888888889,0.00347222222222221
collect_literal,918,sleeper,literal,3,0.5989583333333334,0.007020890712738037,0.5225694444444444,0.0039151012897491455,0.5225694444444444,0.4774305555555556,0.5381944444444444,0.6333333333333333,25,0.5833333333333334,0.015625
collect_literal,918,sleeper,literal,4,0.5815972222222222,0.006583213806152344,0.5173611111111112,0.0008702278137207031,0.6684027777777778,0.3315972222222222,0.6232638888888888,0.8208333333333333,25,0.4930555555555556,0.08854166666666663
collect_literal,918,sleeper,literal,5,0.4774305555555556,0.00025591254234313965,0.5034722222222222,0.0010638236999511719,0.8836805555555556,0.11631944444444445,0.6284722222222222,0.8479166666666667,25,0.5277777777777778,-0.05034722222222221
collect_literal,918,sleeper,literal,6,0.4878472222222222,0.0005654096603393555,0.4722222222222222,-0.006817221641540527,0.7986111111111112,0.2013888888888889,0.6128472222222222,0.8489583333333333,25,0.546875,-0.05902777777777779
collect_literal,918,sleeper,literal,7,0.4947916666666667,-0.002782106399536133,0.5052083333333334,0.0021933317184448242,0.5763888888888888,0.4236111111111111,0.6319444444444444,0.771875,25,0.4635416666666667,0.03125
collect_literal,918,sleeper,literal,8,0.609375,0.014717340469360352,0.5520833333333334,0.020730257034301758,0.5225694444444444,0.5225694444444444,0.5798611111111112,0.7194444444444444,25,0.6875,-0.078125
collect_literal,918,sleeper,literal,9,0.8003472222222222,0.0632379949092865,0.6024305555555556,0.06408578157424927,0.6788194444444444,0.6788194444444444,0.5989583333333333,0.7819444444444444,25,0.5989583333333334,0.20138888888888884
collect_literal,918,sleeper,literal,10,0.828125,0.1623455286026001,0.5659722222222222,0.07600712776184082,0.5208333333333334,0.5208333333333334,0.5833333333333334,0.7638888888888888,25,0.625,0.203125
collect_literal,918,sleeper,literal,11,0.8420138888888888,0.19710230827331543,0.53125,0.05505728721618652,0.8541666666666666,0.14583333333333334,0.7673611111111112,0.953125,25,0.6041666666666666,0.2378472222222222
collect_literal,918,sleeper,literal,12,0.453125,-0.0380096435546875,0.4496527777777778,-0.0926666259765625,0.7534722222222222,0.7534722222222222,0.8107638888888888,0.9899305555555555,25,0.4253472222222222,0.02777777777777779
collect_literal,918,sleeper,literal,13,0.4305555555555556,-0.10399895906448364,0.6076388888888888,0.2989734411239624,0.8663194444444444,0.13368055555555555,0.8767361111111112,1.0,25,0.3940972222222222,0.03645833333333337
collect_literal,918,sleeper,literal,14,0.2951388888888889,-0.3020946979522705,0.4878472222222222,0.01668405532836914,0.7916666666666666,0.7916666666666666,0.9427083333333334,1.0,25,0.3506944444444444,-0.055555555555555525
collect_literal,918,sleeper,literal,15,1.0,2.158116340637207,0.5434027777777778,0.15692138671875,0.9184027777777778,0.08159722222222222,0.9166666666666666,1.0,25,0.2847222222222222,0.7152777777777778
collect_literal,918,sleeper,literal,16,0.9774305555555556,2.320634126663208,0.5,0.011199951171875,1.0,0.0,0.8819444444444444,1.0,25,0.2847222222222222,0.6927083333333334
collect_literal,918,sleeper,literal,17,0.9861111111111112,3.9621458053588867,0.5329861111111112,0.14770793914794922,0.5017361111111112,0.4982638888888889,0.875,1.0,25,0.3350694444444444,0.6510416666666667
collect_literal,918,sleeper,literal,18,0.9791666666666666,6.087808609008789,0.5538194444444444,0.6189136505126953,1.0,1.0,0.9270833333333334,1.0,25,0.4756944444444444,0.5034722222222222
collect_literal,918,sleeper,literal,19,0.8229166666666666,2.906829833984375,0.5086805555555556,0.2865409851074219,1.0,1.0,0.8715277777777778,1.0,25,0.5017361111111112,0.32118055555555547
collect_literal,918,sleeper,literal,20,0.890625,9.76542854309082,0.5138888888888888,0.5419578552246094,1.0,1.0,0.8645833333333334,0.9996527777777777,25,0.515625,0.375
collect_literal,918,sleeper,literal,21,0.9184027777777778,11.090520858764648,0.5329861111111112,0.6492652893066406,1.0,1.0,0.828125,1.0,25,0.5329861111111112,0.38541666666666663
collect_literal,918,sleeper,literal,22,0.9461805555555556,15.724868774414062,0.4809027777777778,-0.9918708801269531,0.9878472222222222,0.9878472222222222,0.8836805555555556,0.9934027777777777,25,0.4652777777777778,0.4809027777777778
collect_literal,918,sleeper,literal,23,0.9392361111111112,29.676254272460938,0.453125,-3.1988677978515625,0.9930555555555556,0.9930555555555556,0.8333333333333334,0.9555555555555555,25,0.4791666666666667,0.4600694444444445
collect_literal,918,sleeper,literal,24,0.9913194444444444,35.00563049316406,0.4635416666666667,-2.9770050048828125,1.0,1.0,0.7829861111111112,0.9312499999999999,25,0.4947916666666667,0.49652777777777773
collect_literal,918,sleeper,literal,25,0.8888888888888888,22.121551513671875,0.4756944444444444,-2.03466796875,0.9010416666666666,0.9010416666666666,0.6770833333333333,0.9260416666666667,25,0.5555555555555556,0.33333333333333326
collect_literal,918,sleeper,literal,26,0.9114583333333334,28.280181884765625,0.4930555555555556,-1.85992431640625,0.8159722222222222,0.8159722222222222,0.6857638888888888,0.8836805555555555,25,0.4878472222222222,0.42361111111111116
collect_literal,918,sleeper,literal,27,0.8142361111111112,25.24078369140625,0.4600694444444444,-9.03973388671875,0.5659722222222222,0.4340277777777778,0.6961805555555556,0.9482638888888889,25,0.5399305555555556,0.2743055555555556
collect_literal,918,sleeper,literal,28,0.9965277777777778,6.350937843322754,0.5052083333333334,-0.0025730133056640625,0.8697916666666666,0.13020833333333334,0.6857638888888888,0.892361111111111,25,0.4722222222222222,0.5243055555555556
